class,normalized_mfcc_features
murmur,"[ 1.06301379  1.05865093  1.13699915  0.28500544  0.29249439  0.36723603
  1.4543216   1.46519815  1.61701996 -1.84575544 -1.7946381  -1.48442005
 -0.69474013 -0.82592007 -0.53841526 -1.46527959 -1.17770035 -0.95018358
 -1.20625413 -1.38405888 -1.00917433 -0.92984672 -0.7237394  -0.2630921
  0.08986107  0.14390533  0.52868328 -1.77464226 -2.07970716 -1.6485084
  0.51489042  0.8314308   1.55005861 -0.75391158 -0.9826354  -0.7709838
 -0.04017163 -0.18646672  0.21390467 -0.82687283 -0.48432997 -0.19327971
  0.11365663 -0.14237352  0.5230295  -0.84494915 -0.86081123 -0.86930221
  1.11205857  1.04766045  1.30463551 -1.08642452 -0.500961   -0.5559842
  1.03412198  0.50371334  0.17663002 -0.09581436  0.29516803  0.3190309
 -0.07174648  0.04156271  0.15731221  1.80903356  1.40095704  0.77926855
 -1.88891232 -1.40916715 -1.33864004  1.38833386  1.3063271   1.27837755
  0.57139049  0.58299982  0.14230987 -0.46069318 -0.41826367 -0.4927613
  0.74002597  0.60947038  0.54280117  0.4442236   0.62807251  0.21070778
  0.23021496  0.43996565  0.54974226 -1.37959824 -1.08077165 -1.02562953
  1.09273441  0.50641736  0.10796364  1.15222247  1.97349135  2.43049961
 -2.48715454 -2.71433662 -2.59660398  1.42827537  1.48191642  1.15690981
 -1.44449601 -0.91024253 -0.16403117  0.22323287 -0.23896965 -0.53532583
 -0.88922753 -0.8101214   0.82143587 -0.64237805 -0.77770207 -0.8076238
  0.70817648  1.1474364   1.81370595 -3.34712598 -3.16785618 -2.49948067
  3.02431185  2.59702167  2.70195911 -2.08266591 -3.01655929 -2.49570991
 -0.84376117  0.69573451  1.43792922  0.23756854 -0.4683678  -0.01960898
 -0.7563315  -0.42808984  0.59947729  0.34591004 -0.39001558 -0.25612609
 -0.52497953 -0.72065607 -0.68339923 -0.79649637 -0.38492486  0.67837405]"
murmur,"[ 0.92107206  0.93407094  0.99736106  1.01740625  0.89265595  0.57943339
  0.27993095  0.46259171  0.83194713  0.13663335 -0.12810758 -0.52627214
 -2.96875737 -2.73414991 -2.17914993  0.75443113  0.58403267 -0.24384543
 -2.96820445 -2.66390744 -2.16609621  0.92963115  0.40078995 -0.44625502
 -1.91957986 -1.08637282 -0.228399    0.05206452 -0.84472233 -1.62543072
 -2.21242025 -1.43377418 -0.41041236  1.36842841  0.68344966 -0.433805
 -1.40853194 -1.32428878 -0.37213826  0.01068116 -0.21452162 -0.97523263
 -0.44217522 -0.00408279  0.43039375 -0.62584481 -1.24905768 -1.94027578
  0.65750334  0.82374867  0.8257403  -0.2895434  -0.22394293 -0.12225096
  0.24106013  0.25786087  0.05417229  0.53259754  0.11293914 -0.08856431
 -0.15212238  0.37210957  0.24959384  0.64820028  0.31363185  0.22252187
  1.47103979  1.03343109  0.47940705 -2.44502272 -1.63341962 -0.93416646
  3.2222775   2.35142128  1.95884759 -1.15423806 -0.52423643 -0.49227299
  0.99317213  0.24065286  0.07383352 -0.30095269  0.30092039  0.83941384
  1.90580748  1.09557646  0.45078109 -1.13090471 -0.03527646  1.1248399
 -0.23211521 -0.97313015 -1.36533663  0.45935936  0.69178808  0.74015829
  2.14524827  1.98154609  2.74697274 -3.47663027 -3.19063838 -2.69491383
  2.76078372  2.27088484  1.88444872 -2.51770487 -1.56474467 -0.36070017
  0.9397328   0.06151968 -0.40508303 -1.00744858 -0.77149879  0.48590769
 -0.59803039 -0.77156183 -0.39592443  0.92843648  1.2377814   1.44782639
 -3.63157096 -3.17151379 -2.35418891  2.88921948  2.28034568  1.8588154
 -1.00632236 -2.08565022 -1.79651257 -1.94061625 -1.09313259 -0.75788301
 -0.26393351  0.25441393  1.65563604 -0.46527895 -1.25512073 -1.71867374
 -1.3403404  -0.49366261 -0.08320436  0.78441394 -0.54103041 -1.45723735]"
murmur,"[ 1.01721133  1.05613031  1.05266588  0.54809801  0.37081288  0.4144463
  1.75325648  1.48219085  1.25065807 -1.0283478  -1.42364115 -1.57551942
 -0.43049936 -0.8765432  -1.27445157 -0.42840842 -0.80418318 -1.09424058
 -1.178998   -1.42081855 -1.64195859  0.06864394 -0.20630383 -0.36427383
  0.81822723  0.13362752 -0.65457185 -1.30181935 -1.54477699 -1.62679615
  1.47640089  0.842328    0.44620215 -0.4277807  -0.51096222 -0.91179691
  0.24305308 -0.10046926 -0.46872346  0.11846056  0.28179484 -0.005456
 -0.44104144 -0.53107792 -0.90032608 -0.86944775 -0.665879   -0.52048681
  1.78168392  1.61652883  0.89131409 -1.27489246 -0.40236157  0.15062488
  0.25785745  0.01785922 -0.24676976  0.8803055   1.10077291  0.71015839
 -0.92177723 -0.61358551 -0.36005064  1.16915839  1.40141682  1.83256138
 -1.59135439 -1.32133138 -1.73508972  1.47637709  1.51608794  1.75649328
 -0.07646574 -0.28397906  0.00810913  0.14882901  0.48632674  0.25726808
 -0.2172626  -0.39874564  0.10467103  0.88006543  1.20351439  1.49901343
 -0.55690209 -0.82583314 -1.09573407 -0.44637489 -0.16814131  0.62457089
  1.2528089   0.43241385 -0.13343453  0.96340583  1.39364931  1.84328869
 -3.26627206 -3.05963313 -2.2182617   2.83486441  2.07485547  1.52970627
 -1.10099643 -1.05541004 -0.99982462 -1.54075996 -0.81761068  0.13928806
  2.03699618  1.04819983  0.60915387 -1.49362976 -1.73836751 -1.41525131
  1.31760649  2.51271741  2.73130307 -1.98860819 -3.0051255  -3.83768524
  2.23504023  2.76298795  3.39897454 -1.55315352 -2.27588834 -2.14813519
 -0.05789564  1.3007561   0.80587806  1.19864821  0.99430937  1.30625246
  0.53679773  0.31915987 -0.53623216 -0.47116999 -0.28950979  0.13423254
  1.2964223   0.41405935  0.17681819 -0.67894818  0.29959651  0.95414404]"
murmur,"[ 0.94213187  0.96574062  0.97507482  0.92620851  0.81339001  0.67394348
  1.18559359  0.77750069  0.76427558  0.09947813 -0.13712052 -0.62917218
 -1.57652067 -2.23450207 -2.23483918  0.66370945  0.45857123 -0.13661518
 -1.79160081 -2.18292788 -1.95710816  0.2383589   0.19784381 -0.41854928
  0.81615681 -0.1233325  -0.36917574 -0.94448277 -1.03986785 -1.76780873
  0.55086079 -0.24734591  0.19087465  0.36044544  0.19687277 -0.9324155
  0.13375486 -0.15000726 -0.01043968 -0.26533102 -0.35039891 -0.98377529
  0.8654695   1.07521381  1.17696673 -2.04052374 -2.00341428 -2.03466206
  1.72486619  1.8013545   1.59839142 -0.16749477  0.0446482  -0.17010668
 -0.72182249 -0.09900457  0.52145428  0.77137641  0.36043996 -0.10929217
  0.0335589   0.67184469  0.61180347 -0.29125887 -0.22339786  0.51047003
  0.587163    0.94111593  1.1061177  -1.3218952  -1.0952735  -1.27924039
  1.83673443  1.76996521  2.16895463 -0.48304645 -0.65409902 -0.22943025
  0.14805502  0.53573011  0.27870334 -0.17845285 -0.36527643  0.67306343
  0.99421391  1.24024828  1.19099576 -0.83115065 -1.0831732  -0.73971465
 -0.50753209 -0.11511974  0.39505284  1.83760965  0.71627366  0.3322295
  0.50989098  1.08552088  1.49400395 -3.20939851 -3.23119359 -2.1972228
  3.35774394  2.60811926  1.51736751 -1.29903784 -1.29502785 -0.93948523
 -1.83762873 -1.11317085 -0.49420607  2.10152982  1.3909983   0.9653363
 -1.4057507  -1.89318295 -2.04297762  1.04770669  2.27865517  2.72491004
 -1.71325175 -2.56730385 -3.67441267  1.85746682  2.23626935  2.55834279
 -0.26714182 -0.9278907  -0.56064191 -1.36568983 -0.70678713 -1.69210144
  1.49009958  2.01544722  2.60837296  0.4001328  -0.37530166 -1.73737189
 -0.5579228   0.24871014  0.55344072  0.8702315  -0.16292396 -0.86126974]"
murmur,"[ 0.78952546  0.80314661  0.79754562  1.1815597   1.15681232  1.04521089
  1.50152409  1.1443094   1.05566755 -1.03516441 -1.6213181  -1.9218522
 -0.01970293 -0.36058186 -0.63103791 -0.65428325 -1.05260612 -1.44647279
 -0.86908376 -1.0970784  -1.35767893 -0.01084003 -0.4012381  -0.92083282
  0.79443005  0.15875768  0.1519544  -0.88668782 -1.18853135 -1.63206324
  0.79918533  0.45422215  0.16189744 -0.26438346 -0.45066749 -0.35110959
  0.61180926  0.40365279 -0.12740987 -0.60955384 -0.3931168  -0.48436441
  0.13799993 -0.2739964  -0.35605997 -0.63891335  0.04927445 -0.28557003
 -0.16770576 -0.15630632  0.31192318  0.67870613  0.76278129  0.65552921
 -0.21170357 -0.0436161   0.05871824  0.39605322  0.82394717  0.82892257
 -0.4735636  -0.64082132 -0.42324811  0.76138254  1.16350253  1.1342419
 -0.70225807 -0.66384291 -0.26476593  1.0242055   0.84310929  0.67962982
  0.08684862 -0.03602627  0.41374865  0.23799996  0.41638247  0.19608797
  0.41679999  0.14251406  0.76171696 -0.02240318  0.00695695 -0.16760993
  0.43293407  0.03733581  0.19622442  0.12859023  0.18189823  0.13936628
  0.18141621 -0.59326745 -0.27046599  0.27933782  0.88331025  0.80917077
 -0.58302295 -1.09867984 -1.0750518   0.67588488  0.65586252  0.77832884
 -0.6989617  -1.19614732 -1.8075144   0.09291981  0.41833237  0.49817656
 -0.72786661 -0.87252064 -0.48444667 -0.66610041 -0.67481646 -0.94877536
  1.55725936  1.72039529  1.44030845 -2.19091937 -2.21763162 -2.22216965
  1.53638941  1.59841749  1.41525529 -1.08894097 -1.20100151 -1.83422681
 -0.74341402  0.1310161   0.92585129  1.45440805  0.85673833 -0.2127199
 -0.15728263 -0.13054389 -0.8273063   0.36716889  0.53631658  0.72368353
  0.00518683  0.18476994 -0.21917521 -0.31100129 -0.73835531 -1.04952965]"
murmur,"[ 0.74076374  0.73386539  0.69433395  1.38193705  1.44470503  1.49660097
  1.22284041  0.75044696  0.33391888 -0.40403161 -0.84277478 -0.68159534
 -0.65865252 -1.21889958 -2.10745734 -0.04719303 -0.24181942 -0.01082086
 -1.15542355 -1.55118297 -2.29673851 -0.27520375 -0.38735788 -0.20179428
  1.13567972  0.27211774 -0.70552835 -0.94112959 -1.15691325 -0.76219082
  0.7333902   0.24638353 -1.31941415 -0.58008376 -0.71665942  0.28431564
  1.35177683  1.08213058 -0.2074108  -1.20221129 -1.11625774 -0.73615021
  0.95810023  0.91213002  0.33872303 -1.24847506 -1.18858703 -1.13661625
  0.2526454   1.01920733  0.88764582 -0.31715553 -0.70180022 -0.30917588
  0.90947909  1.33936621  1.18814488 -0.60485425 -0.44087897 -0.4658654
  0.52240308  0.87174819  1.2286306  -0.39825976 -0.5719516  -0.77668616
  0.60682809  1.17547272  1.73787386 -0.55197603 -0.80888935 -1.0179317
  1.17008815  1.0950758   1.52287141 -0.08309219 -0.20588664 -0.35659187
  0.18772334  0.37264818  0.79523607  0.59347177  0.24904477  0.33998196
 -0.22717485 -0.30429111  0.01935337  1.00365844  0.64508007  0.26000544
 -0.47835775 -0.50574669  0.05478528  0.72688397 -0.01674015 -0.25173296
 -0.06364306  0.44555118  0.97880944 -0.28548141 -0.8466946  -1.32587617
  0.58415203  0.42087041  1.10006043 -0.85400001 -1.1544347  -2.09934158
  0.16269361  0.11467384  0.46288162 -0.6949473  -0.56211984 -0.3389771
 -0.64900227 -0.88612862 -1.04289913  1.2977579   1.51781225  1.49449573
 -1.62989722 -1.69460507 -1.96300688  0.64429412  0.82862895  1.22788307
  0.55151874  0.22244426 -1.10597804 -2.12389089 -1.34432622 -0.06574627
  2.13286007  1.84530844  1.0536249  -0.4105241  -0.55062456 -0.99897437
  0.44461093  0.7369759   0.52513465 -0.05587202  0.24497938  0.59075113]"
murmur,"[ 0.87040629  0.81242107  0.78516959  0.94444733  1.01852507  1.13872642
  0.82318059  0.9948169   0.91372195 -1.90870079 -1.90199782 -1.73161087
 -0.87621906 -0.66616612 -0.98311414 -1.23878027 -1.27604152 -1.04472524
 -1.24160326 -1.2697288  -1.68988975 -0.98377407 -0.84035465 -0.55805211
 -0.15879501  0.1049375  -0.15868693 -1.83273286 -1.65832437 -1.49711813
  0.07709679  0.12369958 -0.19104628 -0.43920599 -0.43349219 -0.04089721
 -0.73972958 -0.39846865 -0.69936383  0.23375753  0.04514425 -0.01722935
 -0.22302909 -0.71653552 -0.90223343  0.05491866  0.28147245  0.26670721
  0.02950234 -0.3057187  -0.44563394  0.46697565  0.82277325  1.2341654
 -0.03370447 -0.42257437 -0.70973961  0.90015368  1.45462151  1.7442738
 -0.4781238  -1.24036153 -1.45231965  1.18556785  1.62872293  1.81878303
 -1.09061871 -0.85520756 -0.90583264  1.09084121  0.84980817  1.39875799
 -0.48187788 -0.38325688 -0.63134801  0.20047786  0.85035687  1.56184461
 -0.47496562 -0.67126252 -0.55440357  0.0454066   0.33826345  0.51766831
 -0.90486592 -0.29359791  0.23885396 -0.13260755 -0.3396008  -0.21718375
 -0.93409612 -0.5264358   0.32885552 -0.03313869  0.55897241  0.55678287
 -2.59678372 -2.2783266  -1.64837618  1.04637094  1.62908123  1.93282434
 -2.32882634 -2.27285921 -2.45411596 -0.54086329 -0.32273472  0.49801559
 -0.52424342  0.27166761  0.04249609 -1.68268769 -2.15735563 -1.48310231
  1.10764445  1.8327068   1.40418564 -2.12857505 -2.0533348  -1.4616662
  1.65640212  1.52434691  0.79157588 -1.76535888 -1.28281545 -1.00709535
  0.42505505  0.32702314 -0.2287279   0.1294893   0.06004851  0.31961583
  0.3236093   1.0366366   0.27846492  0.30962453 -1.02636503 -0.77101792
 -0.25695664  1.84495009  1.8584726   0.32860549 -1.66569872 -2.06364348]"
murmur,"[ 0.79866662  0.72099016  0.67929109  1.3074106   1.42675132  1.59835914
  0.29627662  0.38668901  0.183286   -0.89924062 -0.80618854 -0.46804939
 -1.98725386 -1.91942962 -2.47896931 -0.22387145 -0.09236759  0.37862541
 -1.90536628 -2.05769503 -2.55879485 -0.58074917 -0.3102777   0.01185791
 -0.61874189 -0.51569759 -0.83846721 -1.20548705 -0.90539402 -0.70073601
 -1.17901787 -1.24457653 -1.62750386  0.19604891  0.307482    0.59185172
 -0.77252737 -0.63668643 -0.72026653 -0.35170269 -0.20462802 -0.36591411
  0.57061469 -0.01779076 -0.11735366 -0.68493015 -0.59588148 -0.64117982
  0.56680983  0.48097971  0.37754717 -0.19127651 -0.16103986 -0.01981033
  0.57613115  0.58826967  0.73536936  0.10586623  0.09776622 -0.09219931
  0.44185844  0.72260617  1.1241954   0.06420673 -0.72066954 -1.05881151
  0.59903571  1.53218719  2.02146932 -0.73036877 -1.05239485 -1.2181476
  1.00502941  0.99711015  1.75166462 -0.49776382 -0.40330183 -0.99373969
 -0.09054466  0.64742271  1.9288211  -0.17594683 -0.72575814 -1.25471527
 -0.29928924  0.35227999  1.25343981 -0.47749594 -0.17532829 -0.1473372
 -0.64256987 -0.73566328 -0.08980181 -0.62919013 -0.2105098   0.34775547
 -0.27887439  0.30618943  0.54395802 -2.41766554 -2.28926142 -1.74621437
  1.022878    1.75652546  2.22648715 -2.4737762  -2.4817069  -2.66259853
 -0.830671   -0.73801477  0.152453   -0.25308642  0.57120948  0.42039634
 -1.78967126 -2.17320825 -1.67990451  1.06126955  1.58278039  1.43184428
 -1.92000025 -1.6555257  -1.38380671  1.26230179  1.09645856  0.77521318
 -0.74670072 -0.34236731 -0.83273999 -0.82701428 -0.44239686 -0.08184217
  1.14833162  0.54152955 -0.02318133 -0.49869177  0.92312549  1.23965358
  0.96881492 -0.51012802 -1.43183428 -0.66118485  0.91345393  2.01517625]"
murmur,"[ 0.79735066  0.77341024  0.81734591  1.50789982  1.59457532  1.76923352
  1.20985655  1.19140986  0.96312935 -0.70122878 -0.44882654 -0.94725767
 -0.49756358 -0.47533326 -0.17771712 -1.99965335 -1.91609897 -1.36117425
  1.56252046  1.47018884  1.37876626 -2.05574641 -1.74832275 -1.71086062
  0.28943402  0.56696011  0.31369139 -0.76044164 -0.73193072 -0.51573012
  2.66138528  2.54231976  1.4513188  -1.80772469 -1.55459411 -1.39138633
 -0.3756369  -0.15290616 -0.1155548  -1.86398587 -2.38562754 -1.96039507
  0.49990678 -0.11926008 -0.50239    -1.52512246 -1.65116787 -1.71943548
 -1.24699421 -1.14172058 -1.00248917 -1.28387571 -1.2591098  -0.99673739
 -0.1212817  -0.39573552 -0.7910008  -0.87316561 -0.68954647 -0.68456875
 -0.78059701 -0.74794121 -0.81911764 -0.31318847 -0.31882804 -0.23074884
 -0.10865562 -0.26341374 -0.41525558 -0.02599036  0.05819455 -0.22828071
 -0.41837061 -0.47564399 -0.84067507 -0.00599278 -0.14953346 -0.44465307
 -0.48634159 -0.5654405  -0.79083923 -0.41059511 -0.35651565 -0.75774027
 -0.64902326 -0.70668244 -1.15842861 -0.60102874 -0.87319632 -1.41210039
 -1.19132768 -1.04496456 -1.22214883 -1.5768685  -1.52896465 -1.82918964
 -0.65061036 -0.61849466 -0.92150695 -0.48293159 -1.27342879 -1.81100387
  0.16127256 -0.17349922 -0.4392938  -0.56817066 -1.14626433 -1.41233518
  0.15337915  0.14215041 -0.18269926 -0.69958333 -1.38659054 -1.35400777
 -0.2286525  -0.04384985  0.56869842 -0.79874249 -0.97591274 -0.56637992
 -0.13610247  0.17057017  0.28776252 -0.90167294 -1.15225394 -1.47327225
 -0.79181882 -0.08896359  0.3666563  -1.57584026 -1.27358063 -0.81884006
 -0.80028827  0.1959106   0.42380435 -1.0913941  -0.80680447 -1.09556203
 -1.37609829 -0.46781026 -0.02346459 -1.37839931 -1.07441811 -0.6872781 ]"
murmur,"[ 0.65480691  0.64097924  0.72774847  2.18699938  2.17943189  2.12866146
  0.20246794  0.29437476  0.54254747  0.87277351  0.91102506 -0.05328727
 -2.03040475 -1.77144959 -0.86277823 -0.6985289  -0.76103387 -0.71399321
  0.22194929  0.21045758  0.79520582  0.08115353  0.19696439 -0.4056009
 -1.89185578 -1.38052878 -0.5802117   0.34219398  0.34781392  0.04730666
  0.95281416  0.83094764  1.1262063   0.46016642  0.43657666 -0.49924765
 -1.71434604 -1.13487627  0.16167349 -1.17550643 -1.65453645 -1.80445684
 -0.28458576 -0.8256497   0.0313296  -0.77760931 -1.31271303 -1.71479705
 -1.22485139 -0.80493576 -0.29636294 -2.01263444 -2.08751866 -1.57778162
  0.31149563  0.24834432  0.30691633 -1.16985768 -1.44235978 -1.28551956
 -0.21302836  0.26155052  0.31527423 -1.51139036 -1.55015531 -1.04701154
  0.70409137  0.63128784  0.58271164 -0.72588531 -0.96316474 -0.58684041
  0.37232804  0.68263465  0.19282493 -1.05244591 -1.17579535 -0.88023326
  0.48727875  0.43228671 -0.0189279  -1.01682316 -1.22908626 -0.77676299
  0.02682425  0.32609447 -0.32264363 -1.16192426 -1.3346501  -1.08732058
 -0.2545036  -0.3108885  -0.94736298 -1.61576255 -1.77168446 -1.13075729
 -1.12330765 -0.75565861 -1.22546674 -0.93814299 -1.08930378 -0.88292884
 -0.2771572  -0.91771661 -1.25283949  0.15947982 -0.58771482 -0.45726657
 -0.65405604 -0.89079978 -0.65132144 -0.08336077 -0.12552622 -0.27304803
 -0.46648913 -0.92149551 -0.41509477 -0.22492743 -0.29445906  0.15743273
 -0.73346565 -0.75330544  0.13181163 -0.59845691 -0.1448744  -0.07052556
 -0.76938486 -1.01036824 -0.49403183 -0.63020066 -0.29113543 -0.35082964
 -1.41619441 -1.018844    0.42392726 -1.34870546 -0.21310827 -0.1564193
 -0.93137188 -0.58093653  0.09752777 -1.26388821 -0.52810173 -0.6402462 ]"
murmur,"[ 0.70470688  0.7618191   0.73896678  1.6922837   1.65732017  1.66792256
  1.01867847  0.96039253  1.06203319 -0.20191394 -0.21407248 -0.18395373
 -0.35046459 -0.35548741 -0.13889528 -2.13751726 -2.05042054 -1.98287162
  1.11983731  0.88626076  0.78340419 -1.37766249 -1.04444569 -0.77424489
  0.2244483   0.389196    0.77555546 -1.1283229  -0.95961959 -0.97440783
  1.29946755  1.03807582  0.90636671 -0.99816363 -0.74877554 -0.97777745
 -0.40926611 -0.31768049  0.17423502 -2.07332053 -2.187084   -2.28413626
 -0.9408383  -1.66867669 -1.4615531  -0.78041109 -0.8145788  -1.21994039
 -0.75093265 -0.84221524 -0.36214546 -0.62635598 -0.47136906 -0.54329063
 -0.48146965 -1.06078158 -0.86989514 -0.36571052 -0.24877827 -0.62794037
 -0.55163991 -0.68131186 -0.52489294 -0.16495479  0.13386079 -0.07693503
 -0.26333344 -0.6644496  -0.56468219 -0.05162463  0.19580125 -0.23568984
 -0.72952147 -0.66297212 -0.61035012 -0.34964423  0.07523378 -0.31243143
 -0.59757589 -0.8112563  -0.621901   -0.60053554 -0.36833346 -0.62836036
 -0.916265   -0.95137618 -0.74697    -0.93970613 -0.70337105 -0.89585175
 -0.85928923 -1.01611615 -0.48995607 -1.1619027  -1.25669008 -1.05111782
 -0.43327158 -0.59613686 -0.11310771 -0.93600713 -1.03076623 -1.13639525
  0.18636732 -0.33095732 -0.17264047 -0.48420133 -1.34552594 -1.6202714
  0.61565133  0.09225597 -0.20244273 -0.62375992 -1.06627231 -1.61616372
  0.59038587  0.53493066 -0.06598393 -0.04150281 -0.70606685 -1.3122603
  0.37739489  0.35865109 -0.08061964 -0.5083488  -0.75426984 -0.99714529
  0.30638149  0.90476059  0.67291483 -0.06787118 -0.51889113 -0.40938863
  0.64270667  0.99185552  1.05525422 -0.35378703 -0.63811843 -0.18114535
  0.10712443  0.71114145  0.94029456 -0.7685228  -1.05541407 -0.30336391]"
murmur,"[ 0.67108664  0.70120061  0.63934241  1.81255031  1.88592081  2.09310342
  0.93266583  0.69118813  0.39480858  0.02891549  0.23187841  0.78675188
 -0.2609123  -0.56688838 -1.05456928 -2.12282396 -1.81310079 -1.02048856
  0.8524785   0.47877682 -0.20160126 -0.97391556 -0.58248762  0.4512231
  0.11506478  0.11965981 -0.29395983 -1.13455915 -0.905511   -0.08885499
  0.98835435  0.78838449 -0.17980372 -0.76731088 -0.72642353 -0.12654319
  0.24725794  0.49724929  0.09578676 -2.27986793 -2.59707479 -1.67420178
 -0.76041043 -0.97040146 -1.35660136 -1.45008879 -2.06036926 -1.78469899
  0.02048303  0.29053051  0.1650216  -1.21444413 -1.64843551 -1.10699332
  0.01831589  0.21823931  0.30247513 -0.85603769 -1.44793928 -1.56597011
  0.02361275  0.33813619  0.40761071 -0.52326637 -0.84898712 -0.98979619
  0.05867245  0.28181573  0.55880438 -0.30363877 -0.6359416  -1.00848922
 -0.21416283  0.14392773  0.25204625 -0.52551351 -0.51721928 -0.97658765
 -0.48253774 -0.1936398   0.02483537 -0.57717151 -0.67578476 -1.00612391
 -0.75549902 -0.59965655 -0.31735305 -0.71212769 -0.72525752 -1.08416615
 -1.08973806 -0.99298048 -0.67607121 -0.97022065 -0.9889216  -0.87127703
 -0.97262272 -1.18840016 -0.76392794 -0.53846578 -0.56401267 -0.51861892
 -0.58728097 -1.06440378 -0.96999728 -0.17075328 -0.5574707  -0.6279264
  0.01625556 -1.09117646 -1.32125848 -0.00406363 -0.25597222 -0.54438742
  0.16565427 -0.31206768 -1.04129669  0.06657059 -0.09546708 -0.43687031
  0.44360321 -0.02725681 -0.83847296 -0.23145623 -0.44832059 -0.68354895
  0.28599083  0.20662687 -0.57466225 -0.12989319 -0.10921894  0.07421473
  0.63892361  0.5396021   0.21862412 -0.03296472 -0.07867006  0.44413445
  0.16047274  0.43824127  0.42238156 -0.28204463 -0.32495419  0.33385018]"
murmur,"[ 0.78921409  0.82831828  0.86585679  1.14295606  1.10817808  1.07040185
  0.92801184  0.85530152  0.99396924 -1.65023472 -1.7258021  -1.91024596
 -0.64856412 -0.76785386 -0.54729515 -1.03493801 -1.23921653 -1.61306431
 -1.68843166 -1.42870056 -1.21360253 -0.04267141 -0.45532612 -0.76726861
 -0.49036399 -0.6506225  -0.23178567 -1.02063566 -1.1219123  -1.4629475
 -0.18176593 -0.45049211  0.09198497  0.51928724  0.10185762 -0.31189427
 -1.2205424  -1.11234967 -0.67533599  0.61911742  0.49274397  0.36980452
 -1.09658248 -1.16590273 -0.73626732  0.15178731  0.36730392 -0.01434113
 -0.28581526 -0.23160712  0.59271881  1.61943975  1.22195269  0.09744154
 -0.85319015 -0.34352432  0.79843074  1.23427921  1.29263638  0.67747364
 -0.75794578 -0.71077935 -0.4589608   1.61771309  1.69900913  1.551226
 -1.12618784 -0.91402344 -0.64078402  1.72634301  1.67517984  1.15273174
 -1.01811219 -0.65939995  0.26605022  1.71232355  1.34411475  0.24408804
 -0.52295489 -0.03168732  0.7253572   0.32020245  0.14177917 -0.29529299
  0.34097422  0.43451121  0.71986626 -0.55466161 -0.04767082 -0.460826
 -0.01165793 -0.41633651  0.21736001  1.07940297  1.51791873  0.5428291
 -1.81343909 -2.1712393  -1.67542805  1.61934001  1.86330466  1.12369257
 -2.07827733 -2.28909456 -1.55877544  0.63404496  0.58547403 -0.33567713
 -0.65853583 -1.04879099 -0.57933178 -0.03391789 -0.15602948 -0.77475157
  0.68007782  0.43525275  0.40867435 -1.00929741 -1.3469403  -1.78137863
  0.75266377  0.85911651  1.32581973 -0.17457951 -1.1878328  -2.13414869
  0.47593517  0.81974789  0.68322484  0.28706218 -0.32876942 -0.40970121
  0.14901905  0.22209676  0.23268938  0.51914773  0.03989935 -0.43768868
 -0.65236908 -0.50316339 -0.18821279  0.72908656 -0.07716659 -1.04737246]"
