class,normalized_mfcc_features
murmur,"[ 7.41359121e-01  7.68206461e-01  8.67372599e-01  1.35066668e+00
  1.36665210e+00  1.20952316e+00  7.01721451e-01  5.34358841e-01
  1.01118735e+00 -1.08787769e+00 -1.03594333e+00 -1.30752869e+00
 -1.29000311e+00 -1.50507150e+00 -6.60056969e-01 -3.48038752e-01
 -5.08976540e-01 -9.98858036e-01 -2.02167252e+00 -1.81898232e+00
 -9.15322294e-01 -3.75063365e-01 -5.37105291e-01 -1.11866843e+00
  3.32808568e-02 -3.72227723e-01  7.27946256e-01 -1.17811888e+00
 -1.21184632e+00 -1.46306894e+00 -3.86649070e-01 -4.96662142e-01
  6.70985257e-01  2.35166620e-01 -4.45527265e-01 -1.16262762e+00
 -1.39653219e-01  1.90086502e-01  1.09327836e+00 -7.93969441e-01
 -1.19337600e+00 -1.15257084e+00  8.65511035e-01  1.16539451e+00
  1.72936527e+00 -1.40852172e+00 -1.66576908e+00 -2.05447266e+00
  6.24926829e-01  1.30565191e+00  2.09296436e+00  3.15027724e-01
 -4.59959226e-01 -5.08151957e-01  7.42578850e-01  1.27248062e+00
  8.90918122e-01 -2.33854955e-01 -2.62597612e-01  1.81800544e-01
  5.95867508e-01  9.47128512e-01  3.82022747e-01  7.29358938e-02
 -1.39923909e-01  6.99851987e-02  7.58697988e-01  1.12174340e+00
  9.65242659e-01 -2.75688879e-01 -3.62402177e-01 -2.70575272e-01
  1.02018661e+00  1.28218987e+00  8.94268197e-01 -2.76860575e-01
 -3.15146356e-01  7.07590297e-02  1.09793575e+00  1.06369402e+00
  9.62220150e-02 -2.28204320e-01  2.11136721e-01  8.51705088e-01
 -4.05032658e-04 -3.29106011e-01 -8.56544707e-01  1.09810459e+00
  1.40723020e+00  1.31074770e+00 -1.64848184e+00 -1.29543888e+00
 -1.21976066e+00  1.12399554e+00  8.87797278e-01  7.20634812e-01
  1.44638778e-01  4.39407652e-01  2.40890004e-01 -9.87521284e-01
 -1.31449904e+00 -1.52996781e+00  1.08419543e+00  1.39198301e+00
  1.49956993e+00 -1.64708505e+00 -1.90331792e+00 -1.94159848e+00
  9.16556075e-02 -5.57184424e-02  3.54948826e-01 -2.13463214e-02
 -1.45733373e-01 -7.21277040e-01 -3.28493359e-01 -5.48134610e-01
  1.62585977e-01  8.06134988e-01  6.95401190e-01 -2.57013926e-02
 -1.10058975e+00 -1.38534754e+00 -7.74807877e-01  5.38939281e-01
  5.19440042e-01  3.79097780e-01  1.62511707e-01 -6.78327000e-01
 -3.30253290e-01  1.14846261e-01 -4.84008222e-02 -7.09429801e-01
  7.47188594e-01  4.79590527e-01  1.08997982e+00 -6.89243266e-01
 -9.04080281e-01 -5.04764194e-01  9.29420801e-01  8.73940977e-01
  7.95528063e-01 -6.41919788e-01 -9.04428192e-01 -4.36856448e-01]"
murmur,"[ 0.85008143  0.84690201  0.84776347  1.0828351   1.0343034   1.09908818
  0.75993963  0.9534669   0.81948801 -1.81961417 -1.93443105 -1.81615587
 -0.90662398 -0.6467805  -1.02606864 -1.2025004  -1.343924   -1.19332223
 -1.21491735 -1.32208392 -1.60636131 -0.81883449 -0.70298288 -0.44627186
 -0.68559747 -0.48347958 -0.98776179 -1.19234289 -1.19028494 -1.03757816
 -0.65559622 -0.67277664 -1.16533625 -0.29784545  0.20901199  0.27119305
 -0.48172572 -1.03264687 -1.60319788 -0.13265095  0.16016154  0.64168052
  0.08928732 -0.29124951 -1.30641741 -0.44211976 -0.29026756  0.53335212
  0.83556549  0.3777904  -0.68462785  0.40819187  0.71753934  1.22794514
 -0.00766758  0.08135305 -0.30634909  1.12659693  1.14368589  1.19552863
 -0.06683126 -0.48571042 -0.87929018  1.40497455  1.6458674   1.90856445
 -0.67118012 -0.86741814 -1.21494059  1.81914325  1.65066588  1.71165804
 -0.58363605 -0.36207872 -0.52059835  1.14116213  1.1979337   1.47998027
  0.47042632 -0.09381337 -0.57610634  0.2000223   0.72989821  1.08502448
  0.76296441  0.33474276 -0.01556854 -0.6537017  -0.25275892 -0.00455533
  0.6887766   0.444292    0.77049376  0.3819392   0.73657985 -0.15931619
 -0.75493013 -1.35126324 -0.99398456  1.1973161   1.52875247  1.63202692
 -1.77079719 -1.65142002 -2.1711706   0.45821867  0.28186695  0.8827188
  0.37351684 -0.08479674 -0.96778927 -1.74441398 -1.3543292  -0.79221634
  1.3404211   1.36252918  1.25655441 -1.93493831 -2.06551185 -2.25752316
  1.52166897  1.44275354  1.4300402  -1.74298033 -1.73369361 -1.39677725
  1.11785338  0.82654557 -0.10124708 -0.1735404  -0.33925724  0.12244548
  0.24965787  0.57080767  0.18732257 -0.97458152 -1.22650037 -0.6623521
  0.96136638  0.52828685  0.09689026 -0.76491181 -0.68757095 -0.57128031]"
murmur,"[ 7.91411225e-01  7.64545840e-01  7.70356490e-01  1.36981935e+00
  1.40270273e+00  1.44734934e+00  3.82925171e-01  4.33003449e-01
  3.59425825e-01 -1.03340972e+00 -9.54879630e-01 -8.47748931e-01
 -1.74494132e+00 -1.76245662e+00 -2.05047908e+00 -4.42425697e-01
 -2.64472851e-01 -1.18814239e-01 -1.66798217e+00 -2.03482581e+00
 -2.21843506e+00 -6.76934985e-01 -2.81992685e-01 -1.00368793e-01
 -7.37255613e-01 -8.56220552e-01 -1.12627611e+00 -1.09957568e+00
 -7.95081665e-01 -7.32133623e-01 -8.36349146e-01 -1.26861491e+00
 -1.56164681e+00 -8.24031247e-01 -6.62391708e-02 -2.78469239e-04
  4.73253424e-01  8.16951569e-02 -4.76752072e-01 -1.35470018e+00
 -1.40088986e+00 -1.00291210e+00  1.48459668e+00  1.64532727e+00
  8.66724391e-01 -1.53526065e+00 -1.79194873e+00 -1.46863285e+00
  1.18024234e+00  1.27612063e+00  1.01516131e+00  4.72892682e-02
 -3.56378634e-01 -8.40023612e-01  5.37691953e-01  1.12616671e+00
  1.33310346e+00  6.04958080e-02 -1.12026958e-01 -3.95322980e-01
  9.66559959e-01  1.01057656e+00  8.41656655e-01  1.80312444e-01
 -1.97891356e-01 -3.54869482e-01  9.24295399e-01  1.32771597e+00
  1.38315333e+00 -2.61492798e-01 -7.01794314e-01 -9.93123769e-01
  1.63629774e+00  1.72760528e+00  1.65002902e+00 -7.68316274e-01
 -5.41716900e-01 -5.37212901e-01  1.38626893e+00  1.27866116e+00
  1.23639768e+00  1.78741256e-01 -2.17248606e-01 -6.31133576e-01
  3.90228141e-01  8.02415304e-01  1.07707048e+00  9.16341108e-01
  4.72442131e-01  6.25047030e-02 -1.07616857e+00 -6.46028115e-01
 -4.63545035e-01  1.21008706e+00  9.82530647e-01  1.25037841e+00
 -1.51461137e-03  3.10878662e-01 -9.38930132e-01 -4.39294057e-01
 -1.02889650e+00 -3.11070686e-01  1.20678301e+00  1.48885125e+00
  1.12601249e+00 -1.95171381e+00 -1.57998472e+00 -1.69128314e+00
  3.99708966e-01 -1.46423701e-01  1.19285948e-01  6.13777965e-01
  5.85733892e-01 -6.45792350e-02 -1.51154829e+00 -1.47013049e+00
 -1.30791960e+00  1.05041156e+00  1.30369747e+00  1.53570809e+00
 -1.47112183e+00 -1.81885273e+00 -2.18138473e+00  9.53172195e-01
  1.03739853e+00  1.14983524e+00 -7.36861279e-01 -1.00898804e+00
 -6.20850186e-01 -1.83228982e-01 -3.02993728e-01 -9.48833076e-01
  9.51972108e-01  5.11576144e-01  7.29189022e-01 -8.13873109e-01
 -4.18921901e-01 -3.03850126e-01 -1.96947505e-01 -2.16004011e-01
  7.18995953e-02 -1.42381257e-01 -6.27118719e-01 -5.79106970e-01]"
murmur,"[ 1.01158351  0.99035871  0.99779404  0.32857368  0.3823566   0.44410001
  1.26065535  1.33166997  1.35379333 -1.85520167 -1.7393759  -1.62340371
 -1.20060568 -0.90439276 -0.93354839 -0.83220639 -1.16697829 -1.34151985
 -1.65938607 -1.38127699 -1.32575173 -0.48562182 -0.6725847  -0.86493126
 -0.411869   -0.01979838  0.38086707 -2.35555237 -1.92371916 -2.01686799
  0.98903005  0.62826451  0.78223449 -1.53455528 -0.89661568 -0.93768242
 -0.8312354  -0.71012039  0.12412832  0.44319101  0.47580988 -0.21416104
 -1.29401818 -1.36146991 -0.46369056 -0.58201115 -0.5349405  -0.99073979
  1.14565103  1.08899672  1.49169057 -1.03806867 -0.38978128 -0.5388693
 -0.52408348 -0.72279595  0.30428927  1.41002845  1.44173845  0.65866742
 -1.38230815 -0.8779622  -0.20612082  1.06616656  1.22554563  1.04249162
 -0.8941605  -1.44521758 -1.28023132  0.56798325  1.5863628   1.77542559
 -0.22303377 -0.59277536 -0.17987144 -0.30843609  0.03501911 -0.38640387
 -0.39196371  0.32846647  1.12071845  0.62048792  0.25730212 -0.55078696
 -0.88862362 -0.36325553  0.77043043 -0.72078064 -0.47314607 -0.85206996
 -0.34351211  0.15711053  0.60362963  1.38228529  1.26620597  0.58440044
 -3.56402314 -3.17286353 -2.10976909  2.12902958  2.60367708  2.07192509
 -1.30329186 -1.61815745 -1.5599951  -0.6775159  -0.40701883 -0.5003999
 -0.72436301 -0.05216502  0.41547054 -0.36260156 -0.69929786 -0.776614
  1.90085011  1.70952925  1.84365073 -3.10712459 -3.48574542 -3.03166414
  1.90937437  2.90858275  2.63964798 -0.79685189 -1.30959223 -1.23443583
  0.74096364 -0.7723852  -0.80403052 -0.89411579  0.65563019  0.90702598
  1.3638437  -0.21219205  0.32064304 -0.29861164  0.3109598   0.67258838
 -0.95337522 -0.49674381 -0.88498743  0.79358113 -0.47056012  0.17201522]"
murmur,"[ 9.69498899e-01  9.26018937e-01  9.66031190e-01  5.68128315e-01
  6.92841823e-01  7.85573586e-01  9.04675382e-01  8.60739651e-01
  1.18143429e+00 -1.00065319e+00 -8.02891430e-01 -6.66046976e-01
 -2.03648309e+00 -1.85772250e+00 -1.27245950e+00 -1.34916833e-01
 -2.60891352e-01 -2.47454853e-01 -1.85992405e+00 -1.85002181e+00
 -1.23635192e+00 -8.42743738e-01 -6.20093358e-01 -7.67873001e-01
  2.74206155e-01  1.01310430e-01  1.13894985e+00 -2.42236899e+00
 -1.68707796e+00 -1.51981838e+00  3.29847518e-01 -1.54902049e-01
  5.12564855e-01 -8.67659831e-01 -3.86944822e-01 -6.23367296e-01
 -7.79462361e-01 -5.04629997e-01  8.34377315e-01 -4.97093968e-01
 -5.64986233e-01 -7.09817609e-01  7.74694059e-01  9.50016036e-01
  1.30794671e+00 -2.19113952e+00 -2.39972697e+00 -2.22180391e+00
  1.65238491e+00  1.79455766e+00  2.18554605e+00 -4.83539808e-01
 -3.28948226e-01 -1.79582695e-01 -6.98506372e-01 -2.75938850e-01
  2.16576888e-02  4.18199765e-01 -3.84149461e-02  1.79328687e-01
  4.81666705e-01  9.91045475e-01  4.37270482e-01 -9.08083482e-01
 -6.14640104e-01  5.59703600e-02  9.83213513e-01  8.65515402e-01
  4.56635209e-01 -9.75325390e-01 -1.17509650e+00 -8.52522720e-01
  8.02493968e-01  1.74795865e+00  1.85961772e+00 -3.34103215e-01
 -1.17656064e+00 -1.28226691e+00 -8.14702553e-01  3.15176259e-01
  1.92487502e-01  3.45425278e-01  4.01265262e-01  9.83750032e-01
  7.96023876e-02 -4.18754307e-02 -9.06496977e-01 -5.30774946e-01
  2.12684190e-03  1.02866666e+00 -1.40326155e+00 -1.11288896e+00
 -1.50519450e+00  4.41766631e-01  1.13156822e+00  1.29597798e+00
  6.05011724e-01  4.46735677e-01  1.34530704e-01 -3.16332497e+00
 -2.76664607e+00 -2.14437547e+00  2.12486348e+00  2.61242121e+00
  2.51762258e+00 -1.33985696e+00 -1.35666720e+00 -1.87822920e+00
 -1.03090788e+00 -1.01774176e+00 -2.97782434e-01 -3.41639685e-01
  5.98575222e-01  3.53717583e-01 -7.92999012e-01 -1.12480970e+00
 -6.12471721e-01  2.05930946e+00  2.02572335e+00  1.47865377e+00
 -2.72606190e+00 -3.07478810e+00 -2.17891196e+00  1.31268006e+00
  2.42051507e+00  1.78231407e+00  3.34326794e-01  7.07447118e-01
  7.82564207e-01 -6.23204367e-02 -2.20920977e+00 -2.69857492e+00
  9.99795914e-02  1.68006236e+00  2.79731646e+00  2.71025232e-01
 -6.31944241e-01 -7.99754479e-01  1.26810110e+00  8.81886992e-01
  1.36211702e+00 -1.87050224e+00 -4.16506183e-01 -6.08851076e-01]"
murmur,"[ 1.04826998  1.01925904  1.02292779  0.26067869  0.30433453  0.42913454
  1.35266288  1.45855486  1.44900265 -1.60897958 -1.67491742 -1.55589788
 -0.96161782 -0.86209405 -0.87038333 -0.85210186 -1.20103596 -1.33486036
 -1.13420172 -1.13429884 -1.06612244 -0.6416426  -0.73912204 -0.83874763
 -0.18989707 -0.08460625  0.1453926  -1.80643195 -1.77202071 -1.6557209
  0.94993862  0.71759277  0.59841684 -1.028918   -0.90011861 -0.42042341
 -0.28103777 -0.56304814 -0.7408678   0.1848402   0.34715368  0.12684907
 -0.04224969 -0.89894473 -0.27188435 -0.68355246 -0.70138016 -0.72474968
  1.84952511  1.33070781  0.91760749 -0.55788305 -0.47824672  0.08923304
 -0.22955883  0.2350783   0.54272724  1.02361583  0.58535316  0.12955385
  0.73762204  0.11304422 -0.12365155  0.01925996  1.10445373  1.61996651
 -0.14704318 -0.9394829  -1.57781276  1.25805449  1.47350011  1.80804653
  0.2715744   0.4454394   0.64130443 -0.3774972  -0.34961709 -0.95533277
  1.33909725  1.23294922  1.72771909 -0.04533553  0.30458468 -0.07580126
 -0.04525718  0.5186035   0.86515867  0.10078027 -0.00805726 -0.6319781
  0.44849059 -0.15141418  0.86236707  1.16907816  2.53454602  2.07306298
 -1.44435285 -2.28619992 -2.35895504  1.98801053  2.22143667  2.15433807
 -2.30242097 -1.47673853 -0.49345185  1.65430743  0.53723187  0.01190112
  0.231283    0.0816323   0.83929315 -2.18401606 -2.06165437 -1.83969674
  3.53132435  3.15827119  3.52846001 -3.14659216 -3.82520433 -4.00219535
  1.5418006   2.17567018  3.29758725 -0.49336288 -2.26097835 -2.47684963
 -0.53010539 -0.16276245  0.00430786 -0.55981425 -0.55697693  0.79837449
  0.20939566 -0.32142843 -1.39231514 -0.7724309  -1.86369866  0.36004868
 -0.93028391 -1.16011663 -0.99736083  1.01668306  0.92675274  0.63036038]"
murmur,"[ 0.98536569  0.93659096  0.87349298  0.56957476  0.68480163  0.9082646
  0.82799687  0.83659434  0.4119592  -0.63031357 -0.56270049 -0.02551002
 -2.02926976 -2.073075   -2.87347807 -0.03459369 -0.10033927  0.37113818
 -1.64808525 -1.86933953 -2.33794941 -0.52080866 -0.30711978  0.32020288
 -0.29803302 -0.4249835  -1.53363998 -1.63809187 -1.3362741  -0.56037239
  0.03365587 -0.37997591 -1.79533214 -0.55704961 -0.22945096  0.78163511
 -0.41973337 -0.62277185 -1.7025875  -0.65484482 -0.54888935 -0.31267632
  1.24758982  1.07078847  0.56056768 -2.01717747 -2.45194344 -1.64322234
  1.84594466  1.96045879  0.91046456 -0.09616835 -0.63526263 -0.46074056
 -0.28970671  0.468685    0.87209744 -0.14211216 -0.17040817 -0.46397853
  1.3291217   0.83759934  0.50502205 -0.15848133  0.02264729  0.02531
  0.32076725  0.9156111   1.5053278  -0.30349297 -1.00186271 -2.13785742
  1.43415901  2.06412635  3.31577627 -0.21561724 -0.42292791 -1.4449563
 -0.11677477  0.15079336  0.59142214  1.21475684  1.18824109  0.95295643
 -0.17997337  0.12911734  0.71529563  0.52291821  0.95663101  0.17233596
 -0.79411267 -0.5971823  -0.34557741  1.17795129  0.44115325  0.71719308
  1.16022166  2.26428502  2.56601923 -1.81834127 -2.48510492 -3.39146521
  2.33839981  2.7060136   2.98549069 -2.26966043 -1.80144252 -1.28506989
  1.43793174  0.5550748   0.15767922  0.15784962  0.16020721  0.39632583
 -1.85782499 -2.01263833 -2.17315547  2.69319905  2.7075449   3.0205071
 -2.12256994 -2.92421265 -3.54464058  0.41613173  1.26228719  2.35399088
  0.95993506 -0.59684692 -0.97375598 -1.69146962 -1.99396999 -2.34824323
  0.86676244  0.8998752   1.86601884 -1.21467098 -1.15943983 -2.04374788
  0.23805205 -0.56241009 -0.12993153 -1.49459612 -2.48046134 -1.21556844]"
murmur,"[ 0.71908469  0.77789646  0.77011879  1.25709448  1.16540993  1.17523106
  1.07341022  0.94117256  0.89861922 -1.5017859  -1.78026452 -1.76911614
 -0.29455417 -0.59463778 -0.77661536 -1.04494357 -1.25558736 -1.34633796
 -1.24097241 -1.27707806 -1.56351782 -0.30560047 -0.60665354 -0.35044444
  0.07623803 -0.22298779 -0.46693644 -1.17388887 -1.44548647 -1.28577045
  0.3944274   0.12413086 -0.24659378 -0.34814211 -0.46742146  0.12132596
 -0.29596475 -0.74079882 -1.34532858 -0.29910796  0.26917104  1.00138261
 -0.89052549 -1.18475358 -1.5740317  -0.30905645  0.11522532  0.29206876
 -0.31114056 -0.23695574 -0.15576568  0.3726195   0.77309974  1.04477038
 -0.66437468 -0.58381319 -0.71214716  0.80694324  1.26523498  1.66267469
 -0.99846148 -0.85795891 -1.37398314  1.10272429  1.40107516  1.79581011
 -0.76543367 -0.70651738 -0.97320641  0.8856342   1.08969104  1.12043374
 -0.50393945 -0.43022402 -0.36703133  0.87753675  0.95497345  0.68988344
  0.4219022   0.25122319  0.18913546 -0.41870206 -0.01728594  0.12312264
  0.80293353  0.53169018 -0.03518034 -0.40129968  0.02855826  0.59380243
  0.39692011 -0.26097009 -1.11752663  0.59968996  1.37612181  1.65823718
 -0.54909587 -1.42381956 -2.25679507  0.86677439  1.61903496  2.1380946
  0.12242058 -0.75943465 -2.03623925 -1.31856568 -0.61235779  0.20617004
  2.1190359   1.01146867 -0.16499205 -1.35701487 -1.1883251  -1.12965232
  1.09883553  0.77293375  0.50048102 -0.76972829 -0.8230934  -1.03084512
  1.11267224  0.73000877  0.37771016 -0.75472941 -1.19652143 -1.18764264
  1.21021141  1.08029743 -0.02801788 -0.25243344 -1.19112776 -0.6367348
  0.21479966 -0.07964839 -0.94472402  0.76090658  0.04642702 -0.24365444
  0.15832585 -0.42125535 -0.70156766 -0.19618329 -0.89748658 -0.95480928]"
murmur,"[ 0.61312711  0.66957879  0.71153507  1.74592575  1.65134216  1.40912615
  0.34814686  0.21341697  0.59164129 -0.23235291 -0.51945719 -1.10933054
 -1.76639666 -2.05515846 -1.53073357  0.42149265  0.16171819 -0.57737722
 -2.32738261 -2.27997281 -1.92898889  0.53251746  0.2176659  -0.52108514
 -0.79730118 -1.07091899 -0.2202751  -0.32815824 -0.6126272  -1.28872904
 -1.00820688 -1.33791081 -0.62120095  0.62407321  0.47092958 -0.05002467
 -0.7277064  -1.10862237 -0.49111387 -0.23549533 -0.08396284 -0.5030572
 -0.44528147 -0.11233599  0.70923406 -0.96756276 -1.04834356 -1.58663501
  0.09369696  0.62823432  1.01783293 -0.34763392 -0.34062733 -0.2235204
  0.32527616  0.7438517   0.61402937 -0.59764054 -0.41816145 -0.01703783
  0.73580724  1.11964257  0.79780585 -1.06051039 -0.82538994 -0.65224653
  1.42868238  1.58149821  1.45067401 -1.22872638 -1.05074607 -0.83800239
  1.44876651  1.46486963  1.00649758 -1.21290752 -0.90945232 -0.22321935
  1.74420436  1.44572725  0.34270421 -0.64062319 -0.34230822  0.68404952
  0.41771277  0.33028414 -0.7603172   0.45589469  0.54264171  1.2422782
 -0.26893905 -0.21286728 -0.84678607  0.20997523 -0.0342658   0.2111069
  0.94254549  1.24292182  0.57207897 -1.05584828 -1.55585876 -1.36801546
  1.39487473  1.93232148  1.58566027 -0.28717858 -1.00854005 -1.34625103
 -1.29436972 -0.65860496 -0.60289283  1.58128421  0.80808021  0.44915758
 -0.93905753 -0.86529806 -1.20012186  0.61116662  0.50874564  0.5060759
 -0.42454761 -0.5551072  -0.64139575  0.81131546  0.44616838 -0.11446801
 -0.17377905 -0.65320393 -0.36339238  0.64416716  0.46130491 -0.60242565
  0.55885147 -0.07181042  0.38520922 -0.33248639 -0.66618171 -1.07196758
  0.68967426  0.27916243  0.02155959  0.65974237  0.00958043 -0.56131726]"
murmur,"[ 8.43668988e-01  7.97104109e-01  7.96979694e-01  1.16578014e+00
  1.12334673e+00  1.10787840e+00  7.81461690e-01  9.42881115e-01
  1.03730797e+00 -1.87414971e+00 -1.90078112e+00 -1.96203481e+00
 -5.72211430e-01 -4.65303024e-01 -4.46742360e-01 -1.44688845e+00
 -1.49933656e+00 -1.70450600e+00 -8.54057512e-01 -1.07643690e+00
 -1.18171774e+00 -1.16945225e+00 -9.10294926e-01 -9.11016457e-01
 -1.78465995e-01 -1.56279948e-03  2.05765471e-01 -1.45089297e+00
 -1.63788556e+00 -1.87526220e+00  1.41358291e-01  4.06675073e-01
  6.84654096e-01 -7.57127756e-01 -6.22571667e-01 -8.75014058e-01
 -3.21645433e-01 -5.31423454e-01 -1.59401711e-01  2.02018624e-01
  2.48527738e-01 -8.79254256e-02 -3.23291684e-01 -7.30305978e-01
 -4.00532287e-01 -9.18869814e-02 -3.37709648e-01 -6.63678508e-01
  5.02527797e-01  5.13173646e-01  1.01142404e+00  4.14945753e-01
  3.12971721e-01 -1.76262674e-01  1.86277627e-01 -7.11488490e-02
  5.80935981e-01  8.54410232e-01  9.51034644e-01  6.99221406e-01
 -1.47835021e-01 -5.19161887e-01 -3.07009431e-01  8.62326946e-01
  1.09474019e+00  1.06519700e+00 -4.37069176e-03 -4.55811968e-01
 -1.55404507e-01  6.11238760e-01  8.16757371e-01  8.71178316e-01
  9.86357551e-02 -2.18474740e-01  1.75940995e-01  6.61722628e-01
  8.45571425e-01  5.85620604e-01  3.32936372e-03 -3.16528495e-01
  4.82851873e-01  1.13580458e-01  3.75565996e-01 -2.00189436e-01
  3.25198131e-01  9.91887857e-02  1.05652303e+00 -5.12023831e-01
 -4.27173752e-01 -5.78602026e-01  5.41752346e-01  2.78103009e-01
  1.99967525e-01 -1.82101478e-01  2.32716845e-02  1.95790473e-01
 -3.71735934e-01 -8.29636800e-01 -7.28689699e-01  2.74844132e-01
  6.09453717e-01  3.34171972e-01 -7.22351454e-01 -1.14372595e+00
 -5.80488271e-01 -7.41079870e-01 -6.44530142e-01 -1.06174348e+00
  3.89107386e-01  4.01602350e-01  3.10713860e-01 -1.28668499e+00
 -1.69629101e+00 -2.09399241e+00  1.15662197e+00  1.51888997e+00
  1.51818110e+00 -1.60050848e+00 -2.03166374e+00 -1.95812535e+00
  1.36421334e+00  1.50862006e+00  1.10094492e+00 -1.74505928e+00
 -1.73646245e+00 -1.87993857e+00  7.65852152e-01  8.02064791e-01
  7.61623610e-01 -6.50001151e-01 -5.39380631e-01 -6.27749296e-01
  7.42852833e-01  1.06903192e+00 -1.18375633e-01 -6.98518169e-01
 -6.00332089e-01  2.69652731e-01  7.12644256e-02  2.86341984e-01
 -6.91040442e-01  2.89663201e-01  4.66758807e-01  1.59194784e-01]"
murmur,"[ 0.73983474  0.68320876  0.69739305  1.66486953  1.63816847  1.52396409
  0.1022528   0.17733388  0.40448618 -0.68434194 -0.59086664 -0.88643692
 -1.96722027 -1.99244751 -1.7372498  -0.02735948  0.01200886 -0.41291767
 -2.04775092 -2.21274234 -2.06307732  0.05759453  0.15525222 -0.29309614
 -1.27108173 -1.10978065 -0.51814398 -0.60496487 -0.61067842 -1.09530538
 -1.37175124 -1.3974166  -0.89409386  0.41667578  0.66677572  0.07489702
 -1.1724145  -1.26234099 -0.64573933  0.28316685  0.09851458 -0.38209675
  0.12205262  0.17881709  0.55823713 -0.64502943 -1.24943059 -1.5511334
  0.57735728  0.85234649  1.09230787  0.25781986 -0.08673676 -0.09116792
  0.44952977  0.56426233  0.44302315  0.15753473 -0.11847274  0.3042447
  0.79506425  0.92086357  0.70706461 -0.29750825 -0.5857212  -0.37294311
  1.07299579  1.3022473   1.27565545 -0.27083316 -0.77116377 -0.40324344
  0.76723703  1.13671561  1.0740122  -0.00778129 -0.52219345 -0.10659952
  0.73400945  1.10723868  0.81185613 -0.39682079 -0.8208893   0.06216841
  0.64927694  0.97311934  0.16065546 -0.04785719 -0.40327778  0.80712213
 -0.23392772 -0.0657101  -0.618935    0.23361607  0.02106093  0.22881646
  0.28998235  0.38477629 -0.06623493 -0.78332572 -1.27284838 -0.51440308
  0.8227654   1.21752466  0.05842816 -1.26843081 -1.9389076  -0.62013657
 -0.3804522  -0.21659931 -0.95157945  0.00646033 -0.00927064 -0.21987809
 -0.78137657 -1.1822699  -1.3101651   0.675984    0.95270955  0.6591779
 -0.99990954 -1.32822781 -1.03606138  0.74210064  0.74817173  0.08742177
 -0.58943977 -0.46030804 -0.57032416 -0.35053396 -0.60071702 -0.64232477
  0.5300591   0.80010095  0.8561421  -0.11586605  0.00980692 -1.03210156
  0.35217818  0.78173257  1.16814189 -0.81359886 -0.77378281 -1.10540918]"
murmur,"[ 0.92570355  0.94687793  0.93682649  0.56793779  0.61454632  0.77795056
  1.59709369  1.36404094  1.09312802 -2.0788774  -1.99413437 -1.67498379
 -0.41981466 -0.67694348 -1.17742111 -1.17045298 -1.35465312 -1.03463109
 -1.41306312 -1.22771244 -1.78224962 -0.29848182 -0.67097702 -0.05652855
 -0.12055809 -0.45272352 -1.21852501 -1.57673019 -1.55744572 -1.00772851
  0.7024158   0.33447991 -0.45824795 -0.66627019 -1.0308416  -0.54236248
 -0.03754788 -0.26164647 -0.88104828 -0.66199169 -0.20781413  0.63903961
 -0.29104996 -1.11869508 -2.18399311 -0.60317885 -0.19272707  1.07356116
  0.27856847  0.33578626 -0.76328469 -0.28935064 -0.61892896  0.7554442
  0.21449556  0.63352869 -0.23630232  0.15641559  0.30695161  1.18061917
 -1.0556198  -0.84709216 -0.90700748  1.73326885  1.85508501  2.46610769
 -1.58254063 -1.54310257 -2.34505121  0.63336775  1.12568922  2.84597729
  0.20289492 -0.12200727 -0.8920528  -1.17293029 -0.22072858  0.97720438
  0.79274539  0.64120922  0.19105309 -0.08284662 -0.13945748  1.09008643
 -0.79302508  0.22273106 -0.52278782 -0.58613722 -0.6287249   1.12829449
 -0.52110495 -0.28816576 -0.79260255  0.80895973  1.04129128  1.38093353
 -2.45874059 -2.10814006 -1.91358247  0.90104021  1.20700609  1.8813203
 -1.24047699 -1.56553547 -2.64953496 -0.61758154  0.28269149  2.40538996
 -0.13376435 -1.00531607 -2.77031472 -0.76360446 -0.96679535  0.06705641
  1.37575061  1.91986142  0.6866687  -2.30433624 -3.10171908 -2.14860134
  2.03919146  2.45268145  1.68667138 -1.02960314 -1.67891953 -1.60638819
  0.94250216  0.62308518 -0.80927161  0.77431527  0.79718477  1.82229213
 -0.48064063 -0.36499501 -1.25587948  0.54656407  0.65879942  0.71196536
  0.39606671 -0.29381003 -0.6643031   0.14785608  0.30677409  0.18471185]"
